quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,personal_tax_rates,corporate_tax_rates,exports,imports,trade_balance,net_foreign_investment_income,debt_to_gdp,interest_rate,transfer_payments_ratio,federal_expenditures,government_transfer_payments,federal_surplus,ten_year_treasury_bond_rate,simulation_type
2013Q2,1.0579670718932737,228.46675801177383,7.599313036747804,17520.40743708146,16291.93127440561,1727.573357953845,305.9527036186778,0.1430239686543364,0.1425275934012033,2197.862353542191,2689.0742340942816,-346.03025807480896,230.3514581529802,12339.749216909351,0.11703125,0.132527108813019,850.1088676012994,2218.8411396402544,-471.6097978272854,2.008680376656094,FRB/US FTPL
2013Q3,3.431886042285726,229.69201283954803,7.312628911041572,17671.37424144016,16511.529115127403,1706.281131017762,308.8700528296938,0.14171300300682554,0.14018005603384784,2220.35031345784,2696.785167118953,-332.38156723030625,241.54421611832348,12483.263437868505,0.08546875,0.13308196811715,839.7622723721292,2239.8811895022654,-657.1910487175128,2.7732804239221647,FRB/US FTPL
2013Q4,3.4677933219555257,230.53049240174263,7.002692906592537,17825.241938393,16742.37559562753,1731.6241516283499,309.5354415726058,0.14181415367424746,0.13877866903102165,2282.179520886467,2713.1940277945673,-289.7583840719891,236.63380572272942,12901.061110778328,0.085483870967742,0.133639140079929,826.6325760793407,2206.422195312252,-484.42055854141205,2.8081213084233103,FRB/US FTPL
2014Q1,-1.3980971770436663,231.9505483501691,6.679542807509466,17763.04714358439,16746.60144737407,1785.4720928600525,345.0816774035934,0.14227879441382466,0.13766835651715004,2276.349508875192,2781.9483268452645,-355.8780523538307,238.52374377575876,13130.807460765109,0.072786885245902,0.13419857313486,816.3671142554269,2251.5855301454612,-505.8489326854445,2.8241397608032006,FRB/US FTPL
2014Q2,5.093858695419585,233.1739419013818,6.2675085061132165,17990.699735073948,17056.505259400747,1806.65795394944,363.0647232280545,0.14300166392160807,0.1369644214315187,2326.1477545393436,2827.258866056227,-341.43852596516,229.5768113838057,13083.17004295431,0.09109375,0.134760210464934,811.3726658938066,2263.728360285846,-521.5611344478671,2.671662915786675,FRB/US FTPL
2014Q3,4.7918762079632415,233.7651445455512,6.144632032711872,18207.518870181495,17332.017111205132,1853.0775693182843,335.22467225419524,0.1435122273483352,0.13626326601022198,2329.806467877048,2814.9188243786634,-348.8785641856403,252.68116629219463,13291.633082178325,0.0896875,0.135323991116997,827.8792116507357,2292.2325397444592,-561.4082966334449,2.5547064000057795,FRB/US FTPL
2014Q4,1.9726280097366105,233.16914714650167,5.75762203286784,18297.53229578507,17434.666242888885,1896.8157448352101,339.74727422225743,0.1440349683326523,0.13578808282689447,2307.2798866088733,2832.250953768466,-401.5037060009472,224.0607686028535,13562.859628087492,0.1040688277689745,0.135889849061012,811.8644797334832,2361.531564244525,-536.828661891381,2.3384455080503854,FRB/US FTPL
2015Q1,3.534240087818574,231.654811010135,5.575282151054755,18459.91830867477,17579.037614180736,1973.0226594040932,354.0531793541324,0.14459101311566633,0.1355957103847999,2232.166013568242,2752.080705118644,-387.70744901584015,223.7583705229716,13623.589045287468,0.11465085327717227,0.136457713378069,816.1398480264338,2407.3810637083807,-495.1462014399515,2.0399373399497787,FRB/US FTPL
2015Q2,2.460807205393678,233.2245492756512,5.480698913878439,18573.83410537008,17788.60806636815,2005.1429020420305,359.4127862664322,0.14413503750129086,0.13430726025583684,2233.357036072904,2736.5250406669793,-387.98757297418183,213.0287265326563,13598.059937867458,0.12593791155289635,0.137027511165673,820.8221277050293,2425.5124157589003,-467.5229727397587,2.2426955301565425,FRB/US FTPL
2015Q3,1.5895744719344411,234.09784310349988,5.160332317933794,18647.792191747463,17906.40971062577,2008.7537747674535,332.5517283280697,0.14393852847523297,0.13299889874546078,2194.62425009529,2725.7562439448507,-428.90021577275127,214.1408904313482,13675.658419472147,0.13569232352027963,0.13759916913263,819.9641459013554,2461.033194140078,-488.0240342977779,2.282172941250208,FRB/US FTPL
2015Q4,0.7230777800735669,234.0688314295744,5.0701762366024345,18681.532188815545,17938.007582899387,2026.1508132079953,304.3703822350036,0.14401010007648346,0.13178399637472582,2157.174220734466,2673.8125632118577,-388.8400628497454,233.10359494334045,14191.32762743078,0.160806451612903,0.138172612729691,828.5211585855411,2384.928232720084,-459.24896925587143,2.263407507716518,FRB/US FTPL
2016Q1,2.272370215439423,233.9323669956286,4.939906548072945,18787.962607534177,18024.04969458215,1997.0035262073784,318.45051357651397,0.14464104049276147,0.13121326510242215,2117.943004606867,2622.952108886599,-405.34543092618156,215.66864387510594,14398.22968810785,0.365806451612903,0.13874776650914,827.1044022987044,2482.7554258084056,-547.2397589841986,1.9905610796954998,FRB/US FTPL
2016Q2,1.2418716839910364,235.79423625969568,4.9640495880944995,18846.38384711661,18202.848222190994,2018.977157892312,323.43207832038314,0.14500708074223728,0.13060763519087554,2156.6790959702466,2639.5005518013027,-390.9514284114266,216.93109577296326,14390.120324161344,0.37,0.139324548701176,820.0106058945171,2495.766371173297,-555.0910630185118,1.8052062068321437,FRB/US FTPL
2016Q3,2.7900290019040597,236.78684628330646,4.930433579944049,18978.29826238767,18376.685799263687,2050.4006445390846,332.57026784173644,0.14524871770518344,0.13006052074001404,2203.2381642505275,2677.7184754861973,-386.81457576946195,221.04433544895838,14614.842476024372,0.3953125,0.139902875429288,825.6814872275307,2536.5384451010164,-576.3456256167581,1.6111486109603013,FRB/US FTPL
2016Q4,2.2469439108718343,238.28385314163052,4.817012663258204,19085.206180685476,18568.911301978253,2055.2994749569266,308.1698669050523,0.14391309407134933,0.12753286722795235,2201.515799111722,2724.3557431912814,-357.81507046603923,275.24203438480856,14920.590956277902,0.449180327868853,0.140482659317988,827.2359685880862,2527.6008670008923,-606.644619714313,2.210179225005053,FRB/US FTPL
2017Q1,1.9758600771190518,239.94598673166,4.602627902257366,19179.71364782337,18755.57443082581,2058.8338522259487,221.0611386138423,0.1432793330554542,0.12506928731392136,2270.6997079850535,2797.355898342697,-332.94103738043134,272.36598004879994,14909.71558329562,0.703870967741935,0.141063810062694,821.667180769299,2535.538425781911,-631.2054564662315,2.5118286209430365,FRB/US FTPL
2017Q2,2.216687826778241,240.21944635486872,4.39654227719252,19286.29729781224,18908.516560995475,2078.7799503619044,233.55755474952804,0.14405246184888296,0.12393690655475068,2280.328982696384,2826.8916082572146,-405.36445233284337,264.3955954324133,14859.562962477898,0.9528707309438621,0.141646232116232,829.502072098379,2586.355003766227,-636.0776190618252,2.3110090384470054,FRB/US FTPL
2017Q3,3.1190343692493627,241.36560400361466,4.348018340542436,19437.2717111451,19154.0714571774,2127.952728373949,248.25883759896584,0.14451208808692903,0.12277945695472814,2314.165042642607,2838.9205081274836,-333.61494204835526,308.09294834747067,15128.16434038058,1.155555555555554,0.14222982307925,828.0652492345314,2618.3618075220584,-642.3676950308306,2.280742588497604,FRB/US FTPL
2017Q4,4.478213528583552,243.2778732809813,4.200324851148114,19656.105036221277,19488.72106800525,2195.8182763324544,247.4007305304419,0.14441619946812304,0.12123405432330991,2405.9755831123225,2953.5068043393653,-359.32338832217687,326.3732299140789,15431.366618938953,1.201774193548386,0.142814474733964,844.3498526658608,2639.550375038033,-667.9757366121763,2.4030612020978115,FRB/US FTPL
