quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,exports,imports,debt_to_gdp,interest_rate,pcpi,transfer_payments_ratio,federal_expenditures,personal_tax_rates,corporate_tax_rates,government_transfer_payments,federal_surplus,simulation_type
2005Q4,4.888552330560003,180.32330828691443,1.9874626464036622,15883.8812068154,12072.700026457896,3423.21624541118,784.2727550759122,1197.7520362368575,2229.444558707962,2044.4549389442261,4.433395897077107,180.32330828691443,0.4794442701445695,748.0820404012134,0.3432723085450754,0.4480134520580219,5507.51026543058,-1581.4766235619436,AI Decision Makers/FRBUS
2006Q1,7.155606185801844,181.44713509678763,1.3937924085496596,16170.584981695409,12382.88778332888,3728.904328496661,809.0916665840243,1272.3131298296612,2283.2534351745876,2471.0116513754892,5.684464308940987,181.44713509678763,0.4794442701445695,778.9592489271827,0.24328839285846804,0.4480134520580219,5567.384683625413,-1336.0146566234707,AI Decision Makers/FRBUS
2006Q2,0.8386433518573713,183.27443787667144,1.239712989537719,16204.523931582788,12530.28325152736,3916.1805690032197,808.7781588592225,1331.2618466741674,2312.6970603737345,2715.254868033382,6.756075479846173,183.27443787667144,0.4647633481131669,771.6826127841,0.14328839136835192,0.4480134520580219,5449.471811062154,-1053.8319248513153,AI Decision Makers/FRBUS
2006Q3,-5.587929743009568,185.18500335421615,1.8393955822973376,15979.723446028864,12451.785479047589,4011.1030340157226,784.4418055479262,1361.3510613859976,2275.076720594368,2684.449940944784,7.388962229538356,185.18500335421615,0.3699519756542321,761.342525302621,0.14328839136835192,0.4480134520580219,4356.474835000962,96.83922083424932,AI Decision Makers/FRBUS
2006Q4,10.942958940502479,184.5614977103195,0.7639889875044772,16422.921825526755,12885.221678297472,4183.433758045275,799.9546397987549,1423.0780425344929,2194.647337315556,2985.9854687928937,7.919455250028756,184.5614977103195,0.4699500697957154,777.2301176719571,0.14328839136835192,0.4480134520580219,5634.420741274509,-966.2313970479921,AI Decision Makers/FRBUS
2007Q1,0.7837633030248985,186.55056018068413,0.8535737881218495,16455.132580869496,13035.917825920253,4389.2317300896075,753.1137009600852,1467.9190987509924,2295.4606170316333,3313.049107471439,8.360239841499848,186.55056018068413,0.4699500697957154,771.622686986384,0.14328839136835192,0.4480134520580219,5765.851679833856,-961.1540158918268,AI Decision Makers/FRBUS
2007Q2,-3.824413033051144,188.858317792121,1.3963035277392672,16298.554240198067,12999.868043471073,4535.204796481265,719.1462478537712,1514.4454417765962,2268.6668957741654,3126.1981907766,8.446815874431836,188.858317792121,0.3701912734018441,792.6964024263261,0.243254567222558,0.4480134520580219,4541.7403401181855,289.51481585926683,AI Decision Makers/FRBUS
2007Q3,6.622144352184733,190.20168893901769,1.0472158856547789,16570.62861808063,13328.510062860792,4593.118388488728,716.217116767168,1574.9221726078333,2250.8193201538456,3343.621759725355,8.52812146365952,190.20168893901769,0.4439341026650544,799.0199347516042,0.1487837757038698,0.4480134520580219,5574.042131169542,-660.8730950458007,AI Decision Makers/FRBUS
2007Q4,1.5043061491901715,192.70621182939757,1.336106840658776,16633.064193583807,13437.539099697644,4695.644149646601,671.2587588805168,1631.4229274505078,2344.859574537595,3577.4374304037037,8.088409749663136,192.70621182939757,0.4439341026650544,817.7288578223994,0.24843403203960512,0.4480134520580219,5665.804202183808,-715.8464051616928,AI Decision Makers/FRBUS
2008Q1,-8.992506401022382,194.99300109382673,2.46458430768149,16263.303767430032,13186.671470234867,4756.277905072324,548.3578455427287,1689.5324226686037,2369.743467080013,3498.2739572780833,6.598321201057772,194.99300109382673,0.3454588922964211,834.69220637506,0.3484184022116289,0.4480134520580219,4444.782356072947,389.9344861530707,AI Decision Makers/FRBUS
2008Q2,-1.074058973713932,197.69238222422123,3.2010140221329246,16219.692975951279,13244.842583767562,4703.0338710404085,527.6781868443162,1774.538208941441,2349.1105424737316,3317.306999456536,5.2420813922295695,197.69238222422123,0.3293669495092507,857.4435717676884,0.4481231967973337,0.4480134520580219,4601.238990329068,125.31968729791208,AI Decision Makers/FRBUS
2008Q3,-9.83042400298686,200.93484718626328,4.749296121938788,15825.935154374638,13037.213633082796,4548.080487340911,484.5257577490266,1785.147221041557,2296.6563800668005,3239.514525217889,4.584758026853602,200.93484718626328,0.27214668051468094,869.7155165872525,0.34815904750105,0.4480134520580219,3674.0326470356276,853.4987085285351,AI Decision Makers/FRBUS
2008Q4,0.1800106522033218,196.4956019306713,4.821848256895981,15833.05884945283,13106.359830022999,4472.755773019445,377.6893014969312,1571.683309355213,1960.8096338617638,3628.4767555254057,3.035272113448356,196.4956019306713,0.37039655552374084,877.6913850853146,0.4481590489911661,0.4480134520580219,5054.956827332371,-642.411795039904,AI Decision Makers/FRBUS
2009Q1,3.818616489206761,195.26450195397612,5.527158354943423,15984.933584211736,13236.18487514842,4216.671479314908,481.7227811124951,1387.7113160280192,1743.802244075664,4381.923734724699,2.872416988478656,195.26450195397612,0.47027620033489426,888.0405559377303,0.4481590489911661,0.4480134520580219,6582.929431581207,-2358.6094864101915,AI Decision Makers/FRBUS
