quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,exports,imports,debt_to_gdp,interest_rate,pcpi,transfer_payments_ratio,federal_expenditures,personal_tax_rates,corporate_tax_rates,government_transfer_payments,federal_surplus,trade_balance,simulation_type
2028Q2,1.6486022350775942,349.647116624119,4.145202723227256,25092.634195126644,33690.858657519624,5392.55761635848,909.5360320645284,4139.465283420789,5064.103044720088,37353.59169482813,3.2160450246028853,349.647116624119,0.15062399248959135,1178.1277367326863,0.3250032092499361,0.20345766718645075,5044.792719465608,-339.76780460513805,-924.6377612992992,AI Decision Makers/FRBUS
2028Q3,0.9636093154604146,352.0616562511885,4.274520265820413,25153.15580500138,33938.21710321088,5406.8318084781,455.3533285056093,4220.054953312188,5101.331522214991,37579.45331437431,3.1195429719496617,352.0616562511885,0.15062399248959135,1182.807151618401,0.3250032092499361,0.10345766569633463,5100.374603488359,-836.5245169927234,-881.2765689028029,AI Decision Makers/FRBUS
2028Q4,1.9893517968104697,354.4890910375614,4.294821284159642,25278.56358595112,34279.46405420279,5471.278647549637,461.19175402459814,4304.529688249366,5140.653648933218,37801.96046911984,3.040605152161921,354.4890910375614,0.15062399248959135,1186.9616780330932,0.3250032092499361,0.10345766569633463,5162.28061105758,-824.1005731438387,-836.1239606838526,AI Decision Makers/FRBUS
2029Q1,1.7199538206934841,356.93334318567065,4.338675541799241,25387.492514168374,34596.82331830974,5529.459492368613,463.63909328146366,4391.794469727779,5204.45501116979,38023.05689896588,2.968038905738187,356.93334318567065,0.15062399248959135,1191.0714967021215,0.3250032092499361,0.10345766569633463,5217.9813957602855,-818.8756658186242,-812.660541442011,AI Decision Makers/FRBUS
2029Q2,1.9343801717125098,359.393588260405,4.353841055449591,25510.562509817693,34933.14785267993,5587.636700685427,469.0611125410311,4484.078432715142,5265.705648511452,38241.70272117832,2.908659370247701,359.393588260405,0.15062399248959135,1194.9612948497238,0.3250032092499361,0.10345766569633463,5275.708399431807,-809.799341822656,-781.6272157963094,AI Decision Makers/FRBUS
2029Q3,1.7407899905386297,361.87138411248856,4.383451787700898,25621.825771279386,35256.88929179013,5637.979626076925,472.52514842748485,4581.237527488659,5330.302701955662,38460.55282490233,2.853342475252056,361.87138411248856,0.15062399248959135,1198.7436511238154,0.3250032092499361,0.10345766569633463,5332.659234213843,-810.555939407923,-749.0651744670031,AI Decision Makers/FRBUS
2029Q4,1.8115563585468655,364.3651549720957,4.403405255704104,25738.127384711614,35589.13833943894,5685.863491240164,477.1799031589151,4683.390866564523,5391.733020611071,38678.78250009004,2.8044932623123735,364.3651549720957,0.15062399248959135,1202.3836875517325,0.3250032092499361,0.10345766569633463,5386.6493579302605,-808.258056265712,-708.3421540465479,AI Decision Makers/FRBUS
2030Q1,1.8348720647035142,366.87505935978265,4.419005538571598,25856.46402026265,35926.11936161326,5729.7117931110915,482.2721547565485,4790.06038703768,5455.815036317088,38897.377962403596,2.7622284788892544,366.87505935978265,0.15062399248959135,1205.952204047271,0.3250032092499361,0.10345766569633463,5440.928113054398,-809.612823586277,-665.7546492794081,AI Decision Makers/FRBUS
2030Q2,1.8625876693072592,369.40108430966467,4.429445922346096,25977.144602513526,36268.07835540071,5770.466550982471,487.9251690659534,4901.10051723178,5521.077649788949,39116.78775096992,2.726939772427096,369.40108430966467,0.15062399248959135,1209.3781703544316,0.3250032092499361,0.10345766569633463,5494.608978137127,-812.628846449651,-619.9771325571692,AI Decision Makers/FRBUS
2030Q3,1.8789434088513495,371.94340051122026,4.435142104208236,26099.45560855557,36614.31940046008,5808.297117666909,493.9991233238854,5016.366405498277,5587.215187659381,39337.721398257454,2.698454023350023,371.94340051122026,0.15062399248959135,1212.7394510608096,0.3250032092499361,0.10345766569633463,5548.4251941871025,-818.2727676958079,-570.8487821611034,AI Decision Makers/FRBUS
2030Q4,1.891163052412529,374.5020854453847,4.436505504611629,26223.14358616067,36964.50007789223,5843.522038019833,500.4425008400121,5135.702722297723,5653.767127644463,39560.69645431892,2.6764754998516675,374.5020854453847,0.15062399248959135,1216.0596342329372,0.3250032092499361,0.10345766569633463,5601.761621295087,-825.8335410110512,-518.0644053467395,AI Decision Makers/FRBUS
2031Q1,1.9022817191314547,377.0772054450153,4.433795469153043,26348.150114209504,37318.56071982203,5876.334737169055,507.25174891831256,5258.97100145551,5720.5309041409355,39786.280274172124,2.660615231826071,377.0772054450153,0.15062399248959135,1219.3537347680422,0.3250032092499361,0.10345766569633463,5654.866191368966,-835.4956289783449,-461.5599026854252,AI Decision Makers/FRBUS
2031Q2,1.9100196131137779,379.66883923994294,4.427718859236252,26474.264684963036,37676.24715033697,5906.9020199162505,514.3934935015415,5385.999136540882,5787.394751614451,40015.07020919168,2.6503542623094356,379.66883923994294,0.15062399248959135,1222.6445371063041,0.3250032092499361,0.10345766569633463,5707.836369587827,-847.3701298867818,-401.3956150735685,AI Decision Makers/FRBUS
2031Q3,1.9147673549402389,382.2770693790743,4.418938807221215,26601.298637420477,38037.3261663825,5935.408497684127,521.8414325632805,5516.596890245325,5854.219475958021,40247.698574025904,2.6450997576310247,382.2770693790743,0.15062399248959135,1225.9876201768377,0.3250032092499361,0.10345766569633463,5760.788637814529,-861.5865364588655,-337.6225857126956,AI Decision Makers/FRBUS
2031Q4,1.9162463486871217,384.9019877225284,4.408101320122606,26729.040978749,38401.53400139814,5962.058929021598,789.3495040313566,5650.557689764369,5920.89799921759,40414.63182691378,2.6442156106735912,384.9019877225284,0.15062399248959135,1229.325773514919,0.3250032092499361,0.15331101293821314,5813.808149610892,-618.2713070069444,-270.3403094532214,AI Decision Makers/FRBUS
2032Q1,1.6108423298286059,387.54360495029397,4.428195674469385,26836.898686786837,38738.274788165196,5959.360644571728,796.7363767787542,5787.860849325873,5982.35822392349,40594.41595229056,2.6356834007117946,387.54360495029397,0.15062399248959135,1232.8274282059429,0.3250032092499361,0.15331101293821314,5867.35447752142,-665.8671308753974,-194.49737459761764,AI Decision Makers/FRBUS
2032Q2,1.7764729437952365,390.2003994545653,4.4333149671690055,26956.35130697773,39095.03114999018,5957.663128203161,807.2627385735993,5928.175954723723,6038.432361950081,40785.8829874188,2.62686024037994,390.2003994545653,0.15062399248959135,1236.3351369814436,0.2762363317477331,0.15331101293821314,5922.074967029396,-709.1371671795748,-110.25640722635762,AI Decision Makers/FRBUS
2032Q3,1.7939651612016465,392.8730769345416,4.437261005813044,27077.51970653984,39456.38635338941,5955.67206499114,818.2015175701108,6070.546243256715,6100.132850743707,40989.479316873156,2.618489513311175,392.8730769345416,0.15062399248959135,1239.9360080389872,0.3762363332378492,0.15331101293821314,5977.519898422206,-754.0604792951614,-29.58660748699276,AI Decision Makers/FRBUS
2032Q4,1.8972923167552633,395.56175320798013,4.429909857783805,27206.259712147745,39829.92127090174,5955.697235582476,831.018380603129,6215.079762788817,6164.212333761072,41204.271690304995,2.6143597343654674,395.56175320798013,0.15062399248959135,1243.6218655784555,0.3762363332378492,0.15331101293821314,6033.386822493999,-795.5273090097189,50.86742902774495,AI Decision Makers/FRBUS
2033Q1,1.8902423010166534,398.2673493116904,4.421208576659587,27335.130024823025,40205.75080206544,5955.901869541725,844.0340569354861,6361.739976318001,6231.1287507249535,41430.46677917116,2.613583409319229,398.2673493116904,0.15062399248959135,1247.2694203161511,0.3762363332378492,0.15331101293821314,6089.671668063695,-837.7595883918427,130.6112255930475,AI Decision Makers/FRBUS
2033Q2,1.894177883086082,400.98999598213453,4.4103853176050665,27464.88099352012,40585.05196565377,5957.079076654206,1420.4461566967175,6510.642174310634,6297.814120667079,41515.69955556919,2.61591528282952,400.98999598213453,0.15062399248959135,1251.0866864252223,0.3762363332378492,0.2527960600997923,6145.298395380852,-315.67694980810506,212.828053643555,AI Decision Makers/FRBUS
2033Q3,1.2959594465309379,403.7296781233142,4.461874809609874,27554.00872782786,40904.58009540001,5900.2316560713125,860.07178253361,6662.09728599433,6354.1342766808175,41783.04672806301,2.5985859195505085,403.7296781233142,0.15062399248959135,1255.2384878966893,0.3762363332378492,0.15279605860967616,6201.691021711131,-990.1747128596933,307.9630093135129,AI Decision Makers/FRBUS
2033Q4,2.2817267009959403,406.48332474223656,4.416104240341038,27711.63466813625,41332.570510855716,5909.788225240192,881.2226417100595,6815.1755295948005,6411.333158081299,42056.689785431576,2.6013688023110797,406.48332474223656,0.15062399248959135,1259.219946166017,0.3762363332378492,0.15279605860967616,6259.177340054742,-1013.492805061371,403.84237151350135,AI Decision Makers/FRBUS
2034Q1,1.9357138908154339,409.2560188974344,4.400517058385959,27846.06416752381,41725.44143611723,5916.831877813816,896.0509368333463,6968.3322113421345,6492.155608331898,42340.52517476724,2.60840007626493,409.2560188974344,0.15062399248959135,1263.516935689599,0.3762363332378492,0.15279605860967616,6315.831195615748,-1051.2421827537535,476.17660301023625,AI Decision Makers/FRBUS
2034Q2,2.108522946997023,412.04647145850583,4.363539730320669,27993.23688628142,42137.9138449196,5929.305476182344,914.6258711382424,7123.901198478379,6564.31763299375,42631.589903303226,2.6254301731396543,412.04647145850583,0.15062399248959135,1267.9394805588543,0.3762363332378492,0.15279605860967616,6372.164661185911,-1078.0175129544286,559.5835654846296,AI Decision Makers/FRBUS
2034Q3,1.869939714148412,414.8565326824171,4.347563252265303,28124.40741208516,42530.932939300044,5938.376254446589,929.6616317508393,7281.179621496957,6637.09934086162,42932.710988595485,2.6420969678464945,414.8565326824171,0.15062399248959135,1272.6344516203776,0.3762363332378492,0.15279605860967616,6428.900728119059,-1115.2632790486568,644.0802806353377,AI Decision Makers/FRBUS
2034Q4,1.8924268792184629,417.6845924871786,4.329778291028503,28257.781124682242,42929.87112570219,5949.9223988501235,945.8977850178313,7440.262147283127,6702.798293641996,43242.45624149342,2.6595123323922,417.6845924871786,0.15062399248959135,1277.4516694529673,0.3762363332378492,0.15279605860967616,6483.8594567772,-1147.2046402014028,737.4638536411312,AI Decision Makers/FRBUS
2035Q1,1.8773408195828862,420.53092421589815,4.31407093016139,28390.716551997397,43330.91369063326,5961.897780807258,962.2611379506149,7600.343277157386,6769.172369364153,43561.5436885558,2.676901698721444,420.53092421589815,0.15062399248959135,1282.4655019489696,0.3762363332378492,0.15279605860967616,6540.830452447451,-1181.8053597702817,831.1709077932328,AI Decision Makers/FRBUS
2035Q2,1.874289528745678,423.3956381705445,4.299382337547832,28524.05976959496,43735.03693725963,5975.026896805555,979.1136352119702,7761.094816612721,6835.311534821145,43889.99775804948,2.6941416464744683,423.3956381705445,0.15062399248959135,1287.6757801623605,0.33111800132866953,0.15279605860967616,6598.494773274976,-1216.496553469935,925.783281791576,AI Decision Makers/FRBUS
2035Q3,1.8651495673945484,426.279057342551,4.285950599918346,28657.374437113427,44141.882712356775,5989.256633567995,996.3308797814195,7922.300208466972,6901.510370342672,44228.083609208195,2.7108395435836043,426.279057342551,0.15062399248959135,1293.0759785003427,0.33111800132866953,0.15279605860967616,6657.604039845319,-1252.169819246963,1020.7898381243003,AI Decision Makers/FRBUS
2035Q4,1.8547742259071751,429.1814024577526,4.27397918716037,28790.56539613636,44551.30646914325,6004.715132074607,1013.887306770773,8083.790964300452,6967.658063788118,44575.78914848476,2.726710703805938,429.1814024577526,0.15062399248959135,1298.668466365362,0.33111800132866953,0.15279605860967616,6717.270595514347,-1287.798293422334,1116.1329005123343,AI Decision Makers/FRBUS
2036Q1,1.8464297569948536,432.102873615656,4.263339650452223,28923.771997126627,44963.539071905456,6021.46209956876,1707.8489787532117,8245.475083596417,7033.831222126963,44750.565089798285,2.741589187840941,432.102873615656,0.15062399248959135,1304.4520461861605,0.33111800132866953,0.2527957918788908,6777.627298265302,-647.3183011837364,1211.6438614694534,AI Decision Makers/FRBUS
2036Q2,1.2671045347253536,435.04351859152956,4.3150345837136035,29015.540877944306,45312.20039478312,5972.185629621067,1497.5126200512348,8407.784601918598,7088.9893483809865,45014.93897571489,2.7339486963679205,435.04351859152956,0.15062399248959135,1310.6029963188366,0.33111800132866953,0.2194177719499586,6839.54489149993,-979.1625406685291,1318.7952535376116,AI Decision Makers/FRBUS
2036Q3,1.7696358490136248,438.00005138094014,4.322240295494888,29144.192604763324,45724.37905374999,5952.389706117081,827.0177370062196,8570.146425395915,7136.916434542664,45484.83300584115,2.7259528705145324,438.00005138094014,0.15062399248959135,1316.7631379662964,0.33111800132866953,0.11952930565137843,6903.940995894647,-1740.3482595330509,1433.2299908532505,AI Decision Makers/FRBUS
2036Q4,2.3105862956052956,440.9752701151579,4.272727009716326,29313.030207754717,46203.4424722554,6003.4358533778095,850.2020472941515,8730.109685341113,7214.369520662422,45954.547499383356,2.737969797705669,440.9752701151579,0.15062399248959135,1322.9323901745677,0.33111800132866953,0.11952930565137843,6968.275234652632,-1739.6833092965608,1515.7401646786911,AI Decision Makers/FRBUS
2037Q1,2.1441944391946306,443.9728071378848,4.23201992871504,29470.584204392944,46662.67425214391,6056.584818370765,870.3324969875316,8889.57989338443,7305.792003420297,46424.94134366515,2.7607917916984923,443.9728071378848,0.15062399248959135,1329.3744070380706,0.33111800132866953,0.11952930565137843,7030.877297233641,-1742.1994235284276,1583.7878899641337,AI Decision Makers/FRBUS
2037Q2,2.0247276979380002,446.9931324174277,4.197791447568019,29620.13716037937,47113.0901613073,6109.1737147590375,1492.5471451788533,9050.862026792365,7387.701255932008,46733.78596452385,2.788344482144372,446.9931324174277,0.15062399248959135,1336.0054236564117,0.33111800132866953,0.20114723469276408,7093.1920625933935,-1143.8689660672228,1663.160770860357,AI Decision Makers/FRBUS
2037Q3,1.3764633737382324,450.03574430225103,4.230984464654351,29722.24032100086,47492.11917879005,6100.726494236258,759.1981913712161,9214.0004433988,7452.004781095541,47263.623940862744,2.795898242618793,450.03574430225103,0.15062399248959135,1342.988310990241,0.33111800132866953,0.10114723320264796,7154.39519447239,-1962.362875424036,1761.9956623032585,AI Decision Makers/FRBUS
2037Q4,2.2168338266531453,453.09633122773596,4.183561028444606,29887.420789611246,47979.52952911215,6170.681693179948,780.4706995675917,9377.424117328403,7512.839320061772,47789.00688087709,2.8180232373288403,453.09633122773596,0.15062399248959135,1349.838649169341,0.33111800132866953,0.10114723320264796,7216.692686477246,-1945.8627405997386,1864.5847972666306,AI Decision Makers/FRBUS
2038Q1,1.887705675504619,456.1798391447242,4.167304930746371,30028.800766589713,48428.86577071277,6236.51828325239,795.2434711998691,9538.851557960168,7597.134157112342,48314.970475630864,2.840145657242292,456.1798391447242,0.15062399248959135,1356.9938567950267,0.33111800132866953,0.10114723320264796,7280.187624139578,-1948.0133139138961,1941.717400847826,AI Decision Makers/FRBUS
2038Q2,2.0103239222612372,459.28507078752193,4.13725357641715,30180.099689249862,48895.956318525255,6305.945674908237,813.0990455974617,9700.916978154759,7671.641400473897,48839.66630734671,2.866704288637789,459.28507078752193,0.15062399248959135,1364.2589640269543,0.33111800132866953,0.10114723320264796,7344.9361918351,-1943.317895510987,2029.2755776808617,AI Decision Makers/FRBUS
2038Q3,1.7864185841919968,462.41374807141074,4.129042649869337,30315.18684485904,49342.53620776888,6370.5475224241345,827.065608467663,9862.788257665969,7746.134271263539,49366.78047091679,2.888650229920936,462.41374807141074,0.15062399248959135,1372.0005093903967,0.33111800132866953,0.10114723320264796,7411.199717688659,-1952.2746795879161,2116.65398640243,AI Decision Makers/FRBUS
2038Q4,1.7949635030114084,465.56425994116614,4.12214551822215,30451.52916286497,49794.701995391995,6436.262180583397,841.798972600783,10024.659025204106,7813.428643987689,49895.31996343812,2.907209264004533,465.56425994116614,0.15062399248959135,1379.5198646478275,0.33111800132866953,0.10114723320264796,7476.2625375101015,-1957.5536761842818,2211.2303812164173,AI Decision Makers/FRBUS
2039Q1,1.7736637319076805,468.73683659348194,4.119436922604182,30586.855903461816,50248.82082553617,6500.915005238019,856.3971638601362,10185.802653972547,7881.704205761478,50426.54524939746,2.9220346208691095,468.73683659348194,0.15062399248959135,1387.2100918947594,0.33111800132866953,0.10114723320264796,7543.903156932329,-1967.5010588815321,2304.098448211069,AI Decision Makers/FRBUS
2039Q2,1.7651815890312008,471.9315507703697,4.119515292206827,30722.132555982,50706.14047076542,6565.27352869241,871.2094743897761,10346.088365260615,7950.173230586415,50960.96827035294,2.9333890510553404,471.9315507703697,0.15062399248959135,1395.0936308546766,0.33111800132866953,0.10114723320264796,7612.693183492887,-1979.34452240162,2395.9151346742,AI Decision Makers/FRBUS
2039Q3,1.7607073636206547,474.0519282524244,4.120613213514056,30857.662335045825,51169.112845796146,6629.6027841972955,885.4610175923175,10502.364751142055,8019.818305651886,51499.44360526086,2.9413428048145853,474.0519282524244,0.15062399248959135,1402.6451778815176,0.33111800132866953,0.10114723320264796,7683.6065429522305,-1994.3530921657155,2482.5464454901694,AI Decision Makers/FRBUS
2039Q4,1.7520021627916313,476.2126475803684,4.124104535006905,30993.115489144115,51637.1711877944,6692.982797757069,898.7674291371025,10651.463060324708,8090.332785219683,52042.966042222484,2.946076930085102,476.2126475803684,0.15062399248959135,1410.0650844918243,0.33111800132866953,0.10114723320264796,7755.987251115257,-2013.0460628203332,2561.1302751050252,AI Decision Makers/FRBUS
2040Q1,1.7443169612554832,478.40960536493,4.130328850863704,31128.565150998602,52110.217291378074,6755.850869125787,1784.1100848851052,10794.540675104816,8161.804531638016,52356.66895476972,2.947866707232211,478.40960536493,0.15062399248959135,1417.3790024963998,0.33111800132866953,0.19865281011123637,7829.79115766366,-1161.8626390644097,2632.7361434668,AI Decision Makers/FRBUS
2040Q2,1.2344142943561647,480.6391615252969,4.192931310073571,31224.777396318044,52520.50461397335,6734.903357691085,1798.3891993429188,10933.18125556911,8222.8449326142,52698.40280244377,2.9281099520928375,480.6391615252969,0.15062399248959135,1424.7666591951745,0.33111800132866953,0.19865281011123637,7905.7092596879675,-1265.6809173115023,2710.3363229549104,AI Decision Makers/FRBUS
2040Q3,1.4900912904622428,482.8948238878052,4.236818052760775,31341.31374591088,52971.858931046685,6719.9610488068265,1820.5302390655231,11067.872534884098,8273.04804979216,53064.06364827893,2.899657808276595,482.8948238878052,0.15062399248959135,1431.9582358672085,0.33111800132866953,0.19865281011123637,7984.806571848703,-1354.2994290192692,2794.824485091938,AI Decision Makers/FRBUS
2040Q4,1.5188302865127041,485.17511502479994,4.281405962343417,31460.545309635472,53431.767077962366,6707.884776007402,1842.7286654960153,11197.218291783716,8337.131452609365,53453.50854858587,2.864967424455049,485.17511502479994,0.15062399248959135,1439.0835487896402,0.33111800132866953,0.19865281011123637,8065.867447459388,-1442.3885196527333,2860.0868391743516,AI Decision Makers/FRBUS
2041Q1,1.7061598580042678,487.4778194910316,4.307312176460173,31595.023706596476,53919.44767604239,6703.5720994363355,1869.8895320607955,11322.84868290676,8408.59632525898,53863.004178205345,2.831962676872983,487.4778194910316,0.15062399248959135,1446.1053796179426,0.33111800132866953,0.19865281011123637,8147.957730466555,-1516.6504800743967,2914.2523576477797,AI Decision Makers/FRBUS
2041Q2,1.7180369080698403,489.8026776484643,4.329390759728713,31731.01909599986,54413.41270030501,6702.573931739729,1897.0699436882016,11445.894015303245,8488.897734307919,54291.82132988034,2.800844565221486,489.8026776484643,0.15062399248959135,1453.0762888205738,0.33111800132866953,0.19865281011123637,8230.788376398385,-1588.2116728707363,2956.9962809953267,AI Decision Makers/FRBUS
2041Q3,1.7480389684166862,492.1481564909524,4.345762465857783,31869.990178132342,54916.265394052745,6706.611757295824,1925.2189695484965,11567.845911122688,8571.071050800487,54737.622100267006,2.7726313383355103,492.1481564909524,0.15062399248959135,1460.0007090882361,0.33111800132866953,0.19865281011123637,8311.771908381375,-1651.1139643924644,2996.7748603222008,AI Decision Makers/FRBUS
2041Q4,1.7677595120388845,494.5129913312169,4.357679466530662,32011.148060586962,55426.884606880645,6714.922080975676,1953.9006833601145,11689.40610812894,8655.416393556832,55198.78070044234,2.747729571542601,494.5129913312169,0.15062399248959135,1466.8929607727914,0.33111800132866953,0.19865281011123637,8392.082905966236,-1707.9948154631884,3033.989714572108,AI Decision Makers/FRBUS
2042Q1,1.7894298614066817,496.8959995699324,4.365386193010216,32154.673116845217,55945.45117228594,6727.4227528457595,1983.2171052844853,11810.982213944397,8741.408348259158,55673.71348178464,2.726532585861104,496.8959995699324,0.15062399248959135,1473.7587322140448,0.33111800132866953,0.19865281011123637,8471.77260600193,-1759.0103012697755,3069.573865685239,AI Decision Makers/FRBUS
2042Q2,1.8083643896126602,499.2962656222197,4.369315386947543,32300.37062598484,56471.75192422288,6743.8672578438845,2013.1083182878094,11932.793827865982,8828.892607107504,56161.19803550509,2.7091934666594253,499.2962656222197,0.15062399248959135,1480.5994476809747,0.33111800132866953,0.19865281011123637,8551.718483757419,-1805.4983471128276,3103.9012207584783,AI Decision Makers/FRBUS
2042Q3,1.8236495475079515,501.71303283935504,4.370004208352042,32447.96821887193,57005.402953411976,6764.08183770412,2043.4829746648177,12054.93138469587,8917.572717158422,56660.13322067368,2.6956962065557746,501.71303283935504,0.15062399248959135,1487.4251294122193,0.33111800132866953,0.19865281011123637,8631.928637924984,-1847.9080932186698,3137.358667537448,AI Decision Makers/FRBUS
