quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,exports,imports,debt_to_gdp,interest_rate,pcpi,transfer_payments_ratio,federal_expenditures,personal_tax_rates,corporate_tax_rates,government_transfer_payments,federal_surplus,simulation_type
1980Q2,-7.84095638961162,81.71405409458752,7.328704345487549,7234.837610022107,2817.5193014884608,284.6970731299603,39.39527485060571,277.3843913896381,296.8354783211753,675.5830282437943,12.951987289614301,81.71405409458752,0.088021516314342,251.89140114226376,0.33773859097238634,0.16935007288165183,254.208908374905,-62.346854547064666,RL-FRB/US Agent
1980Q3,-0.44622283816906394,83.255320326658,7.677533400241745,7226.771235679108,2878.048968675141,293.67535927125147,46.71983251409387,284.7899150287473,283.63969748712566,703.2192623097836,10.085349452529119,83.255320326658,0.088347208557993,245.52855176692805,0.33773859097238634,0.16935007288165183,286.44016674606337,-72.26009148903815,RL-FRB/US Agent
1980Q4,7.518439166535273,85.60087911692767,7.374898853238265,7363.890956359249,3008.43488983753,308.92628567401215,52.08194974523821,292.764349433788,303.7475273272961,720.2535471859152,16.22201851299002,85.60087911692767,0.088667242691822,249.15707799931675,0.33773859097238634,0.16935007288165183,289.87799096725837,-59.554138764821474,RL-FRB/US Agent
1981Q1,7.92696914573412,87.97250102033767,7.369462428800709,7511.27990831811,3149.043937740451,319.5715484083879,75.05333612506911,305.8030473577625,324.6936234105304,733.952057092566,16.893779296926677,87.97250102033767,0.088981714144095,258.82699354254135,0.33773859097238634,0.26933581396050543,292.0661430157139,-15.517511051925212,RL-FRB/US Agent
1981Q2,-2.9187808807897397,89.81561386544524,7.340061431965659,7456.669943314743,3188.5087187605945,327.98341356059166,90.4246515051403,308.84703399868374,326.9713023534758,713.227043701525,18.194865417160734,89.81561386544524,0.089290728203756,273.39940738737215,0.33773859097238634,0.36933384849734396,295.1813283569913,5.3673918115868275,RL-FRB/US Agent
1981Q3,4.421961800783691,92.31190183455551,7.350442104058746,7539.56004434503,3284.7474514827263,335.83932006264706,69.17151351543295,302.76201712902287,314.1463458726224,725.5174600571731,18.2108535867932,92.31190183455551,0.089594397391517,270.29894392629035,0.33773859097238634,0.26933386935896964,314.16925894088445,-28.298172884519545,RL-FRB/US Agent
1981Q4,-4.12835646296017,93.83468197926598,8.152794286137429,7462.145247786543,3306.805111070453,328.0891474076373,44.31855000438577,305.10602639583084,323.14959015009543,748.59728007736,14.148333266564409,93.83468197926598,0.0898928399403849,279.9220630359356,0.33773859097238634,0.20339022590823264,315.6093553973992,-69.02344415189441,RL-FRB/US Agent
1982Q1,-6.084630285582904,94.67392763444295,8.746405849363656,7349.493239858332,3302.220740407355,325.7552859835372,57.34222990057071,293.5081877429557,313.37493163191533,760.9150911227637,14.814375648730659,94.67392763444295,0.090186182798527,280.64140505142086,0.33773859097238634,0.30339022739834876,320.1328965272533,-68.88947028304864,RL-FRB/US Agent
1982Q2,1.8827918087907842,96.05082773963092,9.294872679000173,7384.168698350334,3361.996535414981,328.66138722028046,36.525962253653695,294.9537018185022,302.87418919002266,765.1290254015831,15.115022548175048,96.05082773963092,0.090474559589894,282.57586560862376,0.33773859097238634,0.20339022590823264,327.59890156289174,-98.42063369302105,RL-FRB/US Agent
1982Q3,-1.2481787295179458,97.72810172300065,9.786551236514498,7361.162705745289,3399.251643994491,316.988217663166,61.524171475458395,279.7622921140076,313.47513140098334,811.5540707095711,11.580900246638025,97.72810172300065,0.090758109734225,292.0367577373108,0.33773859097238634,0.3033889607996473,344.03014252198784,-110.27181588337552,RL-FRB/US Agent
1982Q4,0.19041057956670263,98.03378706692625,10.562367550893686,7364.667648044431,3436.950300591023,319.5478596147103,34.25885901885003,265.3179919936421,299.12297316999377,861.4648741148031,9.938704229309378,98.03378706692625,0.091036978373076,305.15949066007835,0.33773859097238634,0.20339158936448187,361.2919587143755,-165.62221222074854,RL-FRB/US Agent
1983Q1,5.565127736271336,98.12181676146102,10.218022691062002,7467.847032267644,3512.3556901640372,311.548970049111,59.61718615132619,270.68333917526286,299.4293805687586,897.0351636287076,9.338371442588565,98.12181676146102,0.091311318852383,314.12453179265196,0.33773859097238634,0.2991583050698766,359.57463910596084,-142.22604224957044,RL-FRB/US Agent
1983Q2,8.973621523454511,99.27167050657035,9.9253722822513,7637.274480850109,3619.4705573650845,316.2894240266336,72.2965224918471,272.4225299569521,322.97551953992877,930.5359294379936,9.539079336391039,99.27167050657035,0.091581295738904,325.61807597112505,0.33773859097238634,0.28415519758172125,365.6780006185788,-140.99424823481309,RL-FRB/US Agent
1983Q3,8.095445814972635,100.25287519889783,9.152495034890746,7793.417060273421,3733.3292067600823,298.3181309378062,111.4076501390282,278.0367693641983,348.991199559984,965.1531523901967,10.210295876913568,100.25287519889783,0.091847082362345,341.97997061371797,0.33773859097238634,0.38412567987151236,361.05427835199436,-128.29676438291887,RL-FRB/US Agent
1983Q4,7.720698255725722,101.26938209247491,8.378957241717153,7945.30474723768,3835.6689350763154,301.5105790405192,114.86474171167652,286.39607896916243,363.38229885772876,982.8719573371162,10.202228401616422,101.26938209247491,0.092108860684787,320.3072677042127,0.33773859097238634,0.38412567987151236,367.4144413955216,-108.92116466367915,RL-FRB/US Agent
1984Q1,7.710936628522802,102.71439496222642,7.690847743720232,8099.954933797505,3950.1064358862145,300.1083502039875,97.91024140868157,292.7451563983959,392.70280304440155,1015.3809081976452,10.474979323669995,102.71439496222642,0.092366817984539,325.21018241935667,0.33773859097238634,0.28459527357525916,366.52640695943495,-127.27770979290955,RL-FRB/US Agent
1984Q2,7.13901851149501,103.70004864152855,7.288062698495737,8245.817022698417,4056.37185600416,305.50707716014716,130.87653024101252,301.8418120455577,411.7973583859647,1030.4321571881846,11.41924575311764,103.70004864152855,0.092621146625514,343.9255344485789,0.33773859097238634,0.3845417202920446,369.0785736069515,-103.94075621614422,RL-FRB/US Agent
1984Q3,3.7815258782664785,104.6107426174803,7.223368356090704,8324.141096135854,4132.957856163657,312.54316350737327,84.42818565140816,305.263523945076,415.5093426277007,1080.222162637308,12.231732559830727,104.6107426174803,0.09287204193312,342.7125519480975,0.33773859097238634,0.28454171880192847,372.9752123892353,-148.4987021982293,RL-FRB/US Agent
1984Q4,3.733340605730717,105.53469274405799,7.0079965563123325,8402.196925659404,4204.082617839682,322.04857602249496,51.62451198795473,308.0303257300105,422.7875446126306,1140.8091681260214,10.118561892608998,105.53469274405799,0.093119701002747,364.0130613590891,0.33773859097238634,0.18454171731181235,384.72555473280926,-195.56469643817934,RL-FRB/US Agent
1985Q1,4.116516315191632,106.51200800326325,6.932238465669086,8489.112848890336,4291.422047161573,358.61833474450856,91.99321082254518,305.34056924522156,404.4497352859166,1176.800260962466,9.348839620778564,106.51200800326325,0.0933643216007299,369.7529080085907,0.33773859097238634,0.2845351622910032,389.37389399674055,-119.58251174795669,RL-FRB/US Agent
